-33.61,18.48,-33.61,18.48
-33.61,18.48,-31.48,19.76
-33.61,18.48,-32.83,17.86
-33.61,18.48,-34.35,18.49
-33.61,18.48,-33.92,18.44
-33.61,18.48,-34.15,18.32
-33.61,18.48,-32.96,19.43
-33.61,18.48,-34.43,19.22
-33.61,18.48,-33.97,18.92
-33.61,18.48,-33.99,18.43
-33.61,18.48,-33.5,21.27
-33.61,18.48,-33.94,18.41
-33.61,18.48,-33.72,18.97
-33.61,18.48,-33.01,18.98
-33.61,18.48,-33.8,18.37
-33.61,18.48,-33.79,19.9
-33.61,18.48,-33.93,18.48
-33.61,18.48,-34.8002,20.0569
-33.61,18.48,-34.15,19.9
-33.61,18.48,-33.65,19.01
-33.61,18.48,-33.66,19.42
-31.48,19.76,-33.61,18.48
-31.48,19.76,-31.48,19.76
-31.48,19.76,-32.83,17.86
-31.48,19.76,-34.35,18.49
-31.48,19.76,-33.92,18.44
-31.48,19.76,-34.15,18.32
-31.48,19.76,-32.96,19.43
-31.48,19.76,-34.43,19.22
-31.48,19.76,-33.97,18.92
-31.48,19.76,-33.99,18.43
-31.48,19.76,-33.5,21.27
-31.48,19.76,-33.94,18.41
-31.48,19.76,-33.72,18.97
-31.48,19.76,-33.01,18.98
-31.48,19.76,-33.8,18.37
-31.48,19.76,-33.79,19.9
-31.48,19.76,-33.93,18.48
-31.48,19.76,-34.8002,20.0569
-31.48,19.76,-34.15,19.9
-31.48,19.76,-33.65,19.01
-31.48,19.76,-33.66,19.42
-32.83,17.86,-33.61,18.48
-32.83,17.86,-31.48,19.76
-32.83,17.86,-32.83,17.86
-32.83,17.86,-34.35,18.49
-32.83,17.86,-33.92,18.44
-32.83,17.86,-34.15,18.32
-32.83,17.86,-32.96,19.43
-32.83,17.86,-34.43,19.22
-32.83,17.86,-33.97,18.92
-32.83,17.86,-33.99,18.43
-32.83,17.86,-33.5,21.27
-32.83,17.86,-33.94,18.41
-32.83,17.86,-33.72,18.97
-32.83,17.86,-33.01,18.98
-32.83,17.86,-33.8,18.37
-32.83,17.86,-33.79,19.9
-32.83,17.86,-33.93,18.48
-32.83,17.86,-34.8002,20.0569
-32.83,17.86,-34.15,19.9
-32.83,17.86,-33.65,19.01
-32.83,17.86,-33.66,19.42
-34.35,18.49,-33.61,18.48
-34.35,18.49,-31.48,19.76
-34.35,18.49,-32.83,17.86
-34.35,18.49,-34.35,18.49
-34.35,18.49,-33.92,18.44
-34.35,18.49,-34.15,18.32
-34.35,18.49,-32.96,19.43
-34.35,18.49,-34.43,19.22
-34.35,18.49,-33.97,18.92
-34.35,18.49,-33.99,18.43
-34.35,18.49,-33.5,21.27
-34.35,18.49,-33.94,18.41
-34.35,18.49,-33.72,18.97
-34.35,18.49,-33.01,18.98
-34.35,18.49,-33.8,18.37
-34.35,18.49,-33.79,19.9
-34.35,18.49,-33.93,18.48
-34.35,18.49,-34.8002,20.0569
-34.35,18.49,-34.15,19.9
-34.35,18.49,-33.65,19.01
-34.35,18.49,-33.66,19.42
-33.92,18.44,-33.61,18.48
-33.92,18.44,-31.48,19.76
-33.92,18.44,-32.83,17.86
-33.92,18.44,-34.35,18.49
-33.92,18.44,-33.92,18.44
-33.92,18.44,-34.15,18.32
-33.92,18.44,-32.96,19.43
-33.92,18.44,-34.43,19.22
-33.92,18.44,-33.97,18.92
-33.92,18.44,-33.99,18.43
-33.92,18.44,-33.5,21.27
-33.92,18.44,-33.94,18.41
-33.92,18.44,-33.72,18.97
-33.92,18.44,-33.01,18.98
-33.92,18.44,-33.8,18.37
-33.92,18.44,-33.79,19.9
-33.92,18.44,-33.93,18.48
-33.92,18.44,-34.8002,20.0569
-33.92,18.44,-34.15,19.9
-33.92,18.44,-33.65,19.01
-33.92,18.44,-33.66,19.42
-34.15,18.32,-33.61,18.48
-34.15,18.32,-31.48,19.76
-34.15,18.32,-32.83,17.86
-34.15,18.32,-34.35,18.49
-34.15,18.32,-33.92,18.44
-34.15,18.32,-34.15,18.32
-34.15,18.32,-32.96,19.43
-34.15,18.32,-34.43,19.22
-34.15,18.32,-33.97,18.92
-34.15,18.32,-33.99,18.43
-34.15,18.32,-33.5,21.27
-34.15,18.32,-33.94,18.41
-34.15,18.32,-33.72,18.97
-34.15,18.32,-33.01,18.98
-34.15,18.32,-33.8,18.37
-34.15,18.32,-33.79,19.9
-34.15,18.32,-33.93,18.48
-34.15,18.32,-34.8002,20.0569
-34.15,18.32,-34.15,19.9
-34.15,18.32,-33.65,19.01
-34.15,18.32,-33.66,19.42
-32.96,19.43,-33.61,18.48
-32.96,19.43,-31.48,19.76
-32.96,19.43,-32.83,17.86
-32.96,19.43,-34.35,18.49
-32.96,19.43,-33.92,18.44
-32.96,19.43,-34.15,18.32
-32.96,19.43,-32.96,19.43
-32.96,19.43,-34.43,19.22
-32.96,19.43,-33.97,18.92
-32.96,19.43,-33.99,18.43
-32.96,19.43,-33.5,21.27
-32.96,19.43,-33.94,18.41
-32.96,19.43,-33.72,18.97
-32.96,19.43,-33.01,18.98
-32.96,19.43,-33.8,18.37
-32.96,19.43,-33.79,19.9
-32.96,19.43,-33.93,18.48
-32.96,19.43,-34.8002,20.0569
-32.96,19.43,-34.15,19.9
-32.96,19.43,-33.65,19.01
-32.96,19.43,-33.66,19.42
-34.43,19.22,-33.61,18.48
-34.43,19.22,-31.48,19.76
-34.43,19.22,-32.83,17.86
-34.43,19.22,-34.35,18.49
-34.43,19.22,-33.92,18.44
-34.43,19.22,-34.15,18.32
-34.43,19.22,-32.96,19.43
-34.43,19.22,-34.43,19.22
-34.43,19.22,-33.97,18.92
-34.43,19.22,-33.99,18.43
-34.43,19.22,-33.5,21.27
-34.43,19.22,-33.94,18.41
-34.43,19.22,-33.72,18.97
-34.43,19.22,-33.01,18.98
-34.43,19.22,-33.8,18.37
-34.43,19.22,-33.79,19.9
-34.43,19.22,-33.93,18.48
-34.43,19.22,-34.8002,20.0569
-34.43,19.22,-34.15,19.9
-34.43,19.22,-33.65,19.01
-34.43,19.22,-33.66,19.42
-33.97,18.92,-33.61,18.48
-33.97,18.92,-31.48,19.76
-33.97,18.92,-32.83,17.86
-33.97,18.92,-34.35,18.49
-33.97,18.92,-33.92,18.44
-33.97,18.92,-34.15,18.32
-33.97,18.92,-32.96,19.43
-33.97,18.92,-34.43,19.22
-33.97,18.92,-33.97,18.92
-33.97,18.92,-33.99,18.43
-33.97,18.92,-33.5,21.27
-33.97,18.92,-33.94,18.41
-33.97,18.92,-33.72,18.97
-33.97,18.92,-33.01,18.98
-33.97,18.92,-33.8,18.37
-33.97,18.92,-33.79,19.9
-33.97,18.92,-33.93,18.48
-33.97,18.92,-34.8002,20.0569
-33.97,18.92,-34.15,19.9
-33.97,18.92,-33.65,19.01
-33.97,18.92,-33.66,19.42
-33.99,18.43,-33.61,18.48
-33.99,18.43,-31.48,19.76
-33.99,18.43,-32.83,17.86
-33.99,18.43,-34.35,18.49
-33.99,18.43,-33.92,18.44
-33.99,18.43,-34.15,18.32
-33.99,18.43,-32.96,19.43
-33.99,18.43,-34.43,19.22
-33.99,18.43,-33.97,18.92
-33.99,18.43,-33.99,18.43
-33.99,18.43,-33.5,21.27
-33.99,18.43,-33.94,18.41
-33.99,18.43,-33.72,18.97
-33.99,18.43,-33.01,18.98
-33.99,18.43,-33.8,18.37
-33.99,18.43,-33.79,19.9
-33.99,18.43,-33.93,18.48
-33.99,18.43,-34.8002,20.0569
-33.99,18.43,-34.15,19.9
-33.99,18.43,-33.65,19.01
-33.99,18.43,-33.66,19.42
-33.5,21.27,-33.61,18.48
-33.5,21.27,-31.48,19.76
-33.5,21.27,-32.83,17.86
-33.5,21.27,-34.35,18.49
-33.5,21.27,-33.92,18.44
-33.5,21.27,-34.15,18.32
-33.5,21.27,-32.96,19.43
-33.5,21.27,-34.43,19.22
-33.5,21.27,-33.97,18.92
-33.5,21.27,-33.99,18.43
-33.5,21.27,-33.5,21.27
-33.5,21.27,-33.94,18.41
-33.5,21.27,-33.72,18.97
-33.5,21.27,-33.01,18.98
-33.5,21.27,-33.8,18.37
-33.5,21.27,-33.79,19.9
-33.5,21.27,-33.93,18.48
-33.5,21.27,-34.8002,20.0569
-33.5,21.27,-34.15,19.9
-33.5,21.27,-33.65,19.01
-33.5,21.27,-33.66,19.42
-33.94,18.41,-33.61,18.48
-33.94,18.41,-31.48,19.76
-33.94,18.41,-32.83,17.86
-33.94,18.41,-34.35,18.49
-33.94,18.41,-33.92,18.44
-33.94,18.41,-34.15,18.32
-33.94,18.41,-32.96,19.43
-33.94,18.41,-34.43,19.22
-33.94,18.41,-33.97,18.92
-33.94,18.41,-33.99,18.43
-33.94,18.41,-33.5,21.27
-33.94,18.41,-33.94,18.41
-33.94,18.41,-33.72,18.97
-33.94,18.41,-33.01,18.98
-33.94,18.41,-33.8,18.37
-33.94,18.41,-33.79,19.9
-33.94,18.41,-33.93,18.48
-33.94,18.41,-34.8002,20.0569
-33.94,18.41,-34.15,19.9
-33.94,18.41,-33.65,19.01
-33.94,18.41,-33.66,19.42
-33.72,18.97,-33.61,18.48
-33.72,18.97,-31.48,19.76
-33.72,18.97,-32.83,17.86
-33.72,18.97,-34.35,18.49
-33.72,18.97,-33.92,18.44
-33.72,18.97,-34.15,18.32
-33.72,18.97,-32.96,19.43
-33.72,18.97,-34.43,19.22
-33.72,18.97,-33.97,18.92
-33.72,18.97,-33.99,18.43
-33.72,18.97,-33.5,21.27
-33.72,18.97,-33.94,18.41
-33.72,18.97,-33.72,18.97
-33.72,18.97,-33.01,18.98
-33.72,18.97,-33.8,18.37
-33.72,18.97,-33.79,19.9
-33.72,18.97,-33.93,18.48
-33.72,18.97,-34.8002,20.0569
-33.72,18.97,-34.15,19.9
-33.72,18.97,-33.65,19.01
-33.72,18.97,-33.66,19.42
-33.01,18.98,-33.61,18.48
-33.01,18.98,-31.48,19.76
-33.01,18.98,-32.83,17.86
-33.01,18.98,-34.35,18.49
-33.01,18.98,-33.92,18.44
-33.01,18.98,-34.15,18.32
-33.01,18.98,-32.96,19.43
-33.01,18.98,-34.43,19.22
-33.01,18.98,-33.97,18.92
-33.01,18.98,-33.99,18.43
-33.01,18.98,-33.5,21.27
-33.01,18.98,-33.94,18.41
-33.01,18.98,-33.72,18.97
-33.01,18.98,-33.01,18.98
-33.01,18.98,-33.8,18.37
-33.01,18.98,-33.79,19.9
-33.01,18.98,-33.93,18.48
-33.01,18.98,-34.8002,20.0569
-33.01,18.98,-34.15,19.9
-33.01,18.98,-33.65,19.01
-33.01,18.98,-33.66,19.42
-33.8,18.37,-33.61,18.48
-33.8,18.37,-31.48,19.76
-33.8,18.37,-32.83,17.86
-33.8,18.37,-34.35,18.49
-33.8,18.37,-33.92,18.44
-33.8,18.37,-34.15,18.32
-33.8,18.37,-32.96,19.43
-33.8,18.37,-34.43,19.22
-33.8,18.37,-33.97,18.92
-33.8,18.37,-33.99,18.43
-33.8,18.37,-33.5,21.27
-33.8,18.37,-33.94,18.41
-33.8,18.37,-33.72,18.97
-33.8,18.37,-33.01,18.98
-33.8,18.37,-33.8,18.37
-33.8,18.37,-33.79,19.9
-33.8,18.37,-33.93,18.48
-33.8,18.37,-34.8002,20.0569
-33.8,18.37,-34.15,19.9
-33.8,18.37,-33.65,19.01
-33.8,18.37,-33.66,19.42
-33.79,19.9,-33.61,18.48
-33.79,19.9,-31.48,19.76
-33.79,19.9,-32.83,17.86
-33.79,19.9,-34.35,18.49
-33.79,19.9,-33.92,18.44
-33.79,19.9,-34.15,18.32
-33.79,19.9,-32.96,19.43
-33.79,19.9,-34.43,19.22
-33.79,19.9,-33.97,18.92
-33.79,19.9,-33.99,18.43
-33.79,19.9,-33.5,21.27
-33.79,19.9,-33.94,18.41
-33.79,19.9,-33.72,18.97
-33.79,19.9,-33.01,18.98
-33.79,19.9,-33.8,18.37
-33.79,19.9,-33.79,19.9
-33.79,19.9,-33.93,18.48
-33.79,19.9,-34.8002,20.0569
-33.79,19.9,-34.15,19.9
-33.79,19.9,-33.65,19.01
-33.79,19.9,-33.66,19.42
-33.93,18.48,-33.61,18.48
-33.93,18.48,-31.48,19.76
-33.93,18.48,-32.83,17.86
-33.93,18.48,-34.35,18.49
-33.93,18.48,-33.92,18.44
-33.93,18.48,-34.15,18.32
-33.93,18.48,-32.96,19.43
-33.93,18.48,-34.43,19.22
-33.93,18.48,-33.97,18.92
-33.93,18.48,-33.99,18.43
-33.93,18.48,-33.5,21.27
-33.93,18.48,-33.94,18.41
-33.93,18.48,-33.72,18.97
-33.93,18.48,-33.01,18.98
-33.93,18.48,-33.8,18.37
-33.93,18.48,-33.79,19.9
-33.93,18.48,-33.93,18.48
-33.93,18.48,-34.8002,20.0569
-33.93,18.48,-34.15,19.9
-33.93,18.48,-33.65,19.01
-33.93,18.48,-33.66,19.42
-34.8002,20.0569,-33.61,18.48
-34.8002,20.0569,-31.48,19.76
-34.8002,20.0569,-32.83,17.86
-34.8002,20.0569,-34.35,18.49
-34.8002,20.0569,-33.92,18.44
-34.8002,20.0569,-34.15,18.32
-34.8002,20.0569,-32.96,19.43
-34.8002,20.0569,-34.43,19.22
-34.8002,20.0569,-33.97,18.92
-34.8002,20.0569,-33.99,18.43
-34.8002,20.0569,-33.5,21.27
-34.8002,20.0569,-33.94,18.41
-34.8002,20.0569,-33.72,18.97
-34.8002,20.0569,-33.01,18.98
-34.8002,20.0569,-33.8,18.37
-34.8002,20.0569,-33.79,19.9
-34.8002,20.0569,-33.93,18.48
-34.8002,20.0569,-34.8002,20.0569
-34.8002,20.0569,-34.15,19.9
-34.8002,20.0569,-33.65,19.01
-34.8002,20.0569,-33.66,19.42
-34.15,19.9,-33.61,18.48
-34.15,19.9,-31.48,19.76
-34.15,19.9,-32.83,17.86
-34.15,19.9,-34.35,18.49
-34.15,19.9,-33.92,18.44
-34.15,19.9,-34.15,18.32
-34.15,19.9,-32.96,19.43
-34.15,19.9,-34.43,19.22
-34.15,19.9,-33.97,18.92
-34.15,19.9,-33.99,18.43
-34.15,19.9,-33.5,21.27
-34.15,19.9,-33.94,18.41
-34.15,19.9,-33.72,18.97
-34.15,19.9,-33.01,18.98
-34.15,19.9,-33.8,18.37
-34.15,19.9,-33.79,19.9
-34.15,19.9,-33.93,18.48
-34.15,19.9,-34.8002,20.0569
-34.15,19.9,-34.15,19.9
-34.15,19.9,-33.65,19.01
-34.15,19.9,-33.66,19.42
-33.65,19.01,-33.61,18.48
-33.65,19.01,-31.48,19.76
-33.65,19.01,-32.83,17.86
-33.65,19.01,-34.35,18.49
-33.65,19.01,-33.92,18.44
-33.65,19.01,-34.15,18.32
-33.65,19.01,-32.96,19.43
-33.65,19.01,-34.43,19.22
-33.65,19.01,-33.97,18.92
-33.65,19.01,-33.99,18.43
-33.65,19.01,-33.5,21.27
-33.65,19.01,-33.94,18.41
-33.65,19.01,-33.72,18.97
-33.65,19.01,-33.01,18.98
-33.65,19.01,-33.8,18.37
-33.65,19.01,-33.79,19.9
-33.65,19.01,-33.93,18.48
-33.65,19.01,-34.8002,20.0569
-33.65,19.01,-34.15,19.9
-33.65,19.01,-33.65,19.01
-33.65,19.01,-33.66,19.42
-33.66,19.42,-33.61,18.48
-33.66,19.42,-31.48,19.76
-33.66,19.42,-32.83,17.86
-33.66,19.42,-34.35,18.49
-33.66,19.42,-33.92,18.44
-33.66,19.42,-34.15,18.32
-33.66,19.42,-32.96,19.43
-33.66,19.42,-34.43,19.22
-33.66,19.42,-33.97,18.92
-33.66,19.42,-33.99,18.43
-33.66,19.42,-33.5,21.27
-33.66,19.42,-33.94,18.41
-33.66,19.42,-33.72,18.97
-33.66,19.42,-33.01,18.98
-33.66,19.42,-33.8,18.37
-33.66,19.42,-33.79,19.9
-33.66,19.42,-33.93,18.48
-33.66,19.42,-34.8002,20.0569
-33.66,19.42,-34.15,19.9
-33.66,19.42,-33.65,19.01
-33.66,19.42,-33.66,19.42
